GUID,Name,Container,Type,URL,Downloaded
396a7c,[A02BFF]SCINDRON[-] (Sphinx),Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559824425/FB0BFECD7D0CD558CD34A4006BBF9A73C06A9E93/,Pending
bdcbeb,"[A02BFF]SEED-SOLDIER[-] Combi, Pfaust, FO",Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559720015/1367F475EC41E7B224EFC95F860E1756694E8326/,Pending
21d78f,"[A02BFF]SHROUDED[-] Combi, Minelayer",Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559721644/B27CDB9276B1CFCC6E6B2DAA7675B49BF1C1AD52/,Pending
281ba7,"[A02BFF]Q-DRONE[-] HMG, Total Reaction",Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559715071/2EAA74D4742D68E869D989ED8DAE175B64CF5D6F/,Pending
9f2959,"[A02BFF]MED-TECH OBSIDON MEDCHANOID[-] Combi, Doctor/Engineer",Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559604936/D5187BD042648E77A3D32EDC8AEEA07F0FB5FA64/,Pending
f9711b,"[A02BFF]IKADRON (Baggage, Repeater)[-] Light Flamethrower",Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559611523/E956C4EC7C7BCBD0044DFBDA9069026472E65441/,Pending
7683d6,"[A02BFF]M-DRONE[-] Combi, FO",Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559709105/040A66F0427AF68C62AF1FE09F74C9BCEC4C1DB2/,Pending
11c355,[A02BFF]TAIGHA[-] DA CCW,Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559823598/59F6DA01960A97D423529227D654F4765DFD5D08/,Pending
2381ce,"[A02BFF]KO DALI[-] Combi, Combat Jump",Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559704035/A655F49AF8294620E9E7F116BF0E41F4C71E9509/,Pending
714347,"[A02BFF]SHROUDED[-] Combi, HD",Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559722859/7418197AA56482977E41F4C1B173DE4BC06FB3CC/,Pending
416fcf,"[A02BFF]MALIGNOS [-] Combi, HD",Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559608468/748EB829FC2435663F729733FEA9A8053A6F215D/,Pending
5eb491,"[A02BFF]MALIGNOS [-] SMG, KHD, Dazer",Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559816144/A0F80D03ADDCEE6F1EBD26EED844D65D4F3A2AAB/,Pending
3a8fe8,[A02BFF]MALIGNOS [-] MULTI Sniper,Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559818715/EA1F2AAE7A4BB14476744CA8A9D611441412A783/,Pending
86e117,"[A02BFF]SEED-SOLDIER[-] Combi, Pfaust, FO",Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559720015/1367F475EC41E7B224EFC95F860E1756694E8326/,Pending
f93d20,[A02BFF]SEED-EMBRYO[-] Chest Mines,"Root/N4 Perzan's CA (96d0c9)/[A02BFF]SEED-SOLDIER[-] Combi, Pfaust, FO-State2",Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559717949/787E74CC184A12D213D0BC6492813CDDD037497B/,Pending
933e62,[A02BFF]NOCTIFER[-] ML,Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559713841/20CF6A30E6859405EAF9F03E010A296AF6E07093/,Pending
63eb9f,[A02BFF]SPHINX[-] Spitfire,Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559821303/9D54662924F9ED9E21617F55CC1FC4591BF8E4D9/,Pending
258db6,"[A02BFF]AVATAR[-] MULTI HMG, +1 Order, +1 Command Token [E6E42B]Caskuda[-]",Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853724051222819/0135746F0F27B3ADB9A8ECD613FB02B881AA36BB/,Pending
b1be26,"[A02BFF]CADMUS-SOLDIER[-] Combi, Assault Pistol",Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853724051304764/1F575965B36C947FC9861A35FDBF9413C63D5D00/,Pending
e3402b,"[A02BFF]CADMUS-EMBRYO[-] Chest Mines
","Root/N4 Perzan's CA (96d0c9)/[A02BFF]CADMUS-SOLDIER[-] Combi, Assault Pistol-State1",Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559717949/787E74CC184A12D213D0BC6492813CDDD037497B/,Pending
d92667,[A02BFF]Overdron[-] 2 Plasma Sniper,Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559606848/A0814AEEFCE0772C7BEA49CA9CFE0FAC2DAD4F20/,Pending
e0db52,[A02BFF]Overdron[-] 2 Plasma Sniper [E6E42B]Active Albedo[-],Root/N4 Perzan's CA (96d0c9)/[A02BFF]Overdron[-] 2 Plasma Sniper-State2,Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884559829983/FE9F4EA04F07C764BC8BBD35D0E4ECE0A234B3C9/,Pending
51123d,"[A02BFF]SPECULO KILLER[-] Combi, Minelayer",Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1669106010812853136/59E125F7C9123D8F198353BDD9FEDA84144521A0/,Pending
9f930e,"[A02BFF]GWAILO[-] HRL, MSV2",Root/N4 Perzan's CA (96d0c9),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1666853884554089822/401526C254967AD358A5ABA8E250D11A2681957C/,Pending
68cea6,"[FF9000]ZHĒNCHÁ[-] BSG Hacking Device 
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070398285919686/99839BBB7BF6368FD51C3F2DB2FA09523663152A/,Pending
a35105,[a8badf]Dazer[-] active,"Root/Zapp's YuJing (45d3c5)/[FF9000]ZHĒNCHÁ[-] BSG Hacking Device 
-State3",Custom_Model,https://steamusercontent-a.akamaihd.net/ugc/952958633889205487/184DE64B7FE8B28E021347E541F8D05D943737CF/,Pending
30d382,[FF9000]SÙ-JIÀN[-] Spitfire ,Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016071180107053075/8F3E669A6A6CC9AC9E05248CB61B69782AAD4B10/,Pending
5d0b22,[FF9000]SÙ-JIÀN[-] Spitfire ,Root/Zapp's YuJing (45d3c5)/[FF9000]SÙ-JIÀN[-] Spitfire -State2,Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016071180107055185/D7C4D48F6270755C6B4F3A09FFCEE1CC848D79D6/,Pending
580b07,"[FF9000]ZÚYǑNG[-] HMG Tactical Awareness  
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070276090976514/9366322FE812A199E5AB03553048D1D95D16740E/,Pending
bcae37,"[FF9000]HAC TAO[-] HMG NCO  
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070989627275416/D797B2BF434E9D343160A7B88A9AB7779477422D/,Pending
5d7ba2,"[FF9000]ZÚYǑNG[-] Combi Rifle TinBot: Firewall (-6) 
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070398285701808/8F44D59EFE31A58A6D86508DA1D9A7899E4A5CFA/,Pending
53026f,[FFCE00]Yu Jing Ambassador[-] [27357e](HVT)[-],Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1625192018159474461/CB8E06BDBE4A5E621A9E8211F92D016DB4C7305C/,Pending
bc552d,[FFCE00]Yu Jing Ambassador[-] [790000](DT)[-],Root/Zapp's YuJing (45d3c5)/[FFCE00]Yu Jing Ambassador[-] [27357e](HVT)[-]-State2,Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1625192018159474461/CB8E06BDBE4A5E621A9E8211F92D016DB4C7305C/,Pending
deea8e,[FF9000]ZHANSHI[-] Combi Rifle,Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1625192018159866377/D037EFFA824B6C85A4B148E377099DB717BEB1C1/,Pending
c009d4,[FF9000]ZHANSHI[-] Combi Rifle,Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1625192018159611577/AF3F6FD1A2AA80D8C23236D4C2ED74F24D16D1FD/,Pending
fa6133,[FF9000]ZHANSHI[-] Combi Rifle,Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654747274927/C3B0D9DB0CA7D2A8553AA4D07D6EE72AA37B3C99/,Pending
7500f5,"[FF9000]ZHANSHI[-] Combi Rifle - Paramedic  MediKit 
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654747516760/594CBB3A83881313F884A3F9B966C0E3C8C92D46/,Pending
646249,"[FF9000]KUANG SHI[-] Chain Rifle ● Pistol
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016071180107070046/782C39028A009BC26E4FBEE38FCDB80545391567/,Pending
69f36b,"[FF9000]KUANG SHI[-] Chain Rifle ● Pistol
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016071180107072021/B9B127FDFFF6CCCA8149D7EDFBB1982FE67EF74E/,Pending
14424b,"[FF9000]DĀOYĪNG[-] BSG ● Hacker Hacking Device 
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654746136647/58B4EF608AA4D68EEEF9338C8F77D286874A560C/,Pending
a35105,[a8badf]Dazer[-] active,"Root/Zapp's YuJing (45d3c5)/[FF9000]DĀOYĪNG[-] BSG ● Hacker Hacking Device 
-State3",Custom_Model,https://steamusercontent-a.akamaihd.net/ugc/952958633889205487/184DE64B7FE8B28E021347E541F8D05D943737CF/,Pending
55db04,"[FF9000]Zhanshi YĪSHĒNG[-] Combi Rifle Doctor
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654746284686/59570E2CD153DEB4679A7D9222732CEABC715EC7/,Pending
432ad1,"[FF9000]KUANG SHI[-] Chain Rifle ● Pistol
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016071180107068026/7784A444DE33991874064A772B9EDDBFCB0EE90C/,Pending
8f1e28,[FF9000]YÁOZĂO[-] PARA CC Weapon (-3) -  ,Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1466436239398501792/0DC913DB7F7A4BDD8EF8E4AB5D4F1DDC26D4A6F9/,Pending
fba18b,[FF9000]YÁOZĂO[-] PARA CC Weapon (-3) -  ,Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1466436239398450106/05226060DBACF9F4C75857BA9CC2AD1AC2D78520/,Pending
d51287,"[FF9000]CELESTIAL GUARD Monitor[-] Combi Rifle ● Smoke Grenade Launcher 
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016071180107061092/5A8F6D011BA763C9BF6C8CFE1C1488655FA16A61/,Pending
318616,"[FF9000]KUANG SHI[-] Chain Rifle ● Pistol
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016071180107066158/FD661E396E040A693029CA38FA0B9A8156914BD8/,Pending
9e599b,[FF9000]YĀN HUǑ[-] HMRC,Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016071180106628271/4DBEAD80CDA0C329C43E6BC691206CEA8E482A92/,Pending
3d3c4f,[FF9000]HÙSÒNG Yaókòng Total Reaction[-] Heavy Machine Gun,Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016071180107042289/84FEE593B514664CDF54D37DDF536BF64408068B/,Pending
62525d,"[FF9000]SON-BAE Yaókòng[-] Missile Launcher 
 (Guided)",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654755169893/8013FC8CB203DC77A41CFE3927D7506AB1706960/,Pending
a45649,"[FF9000]WÈIBĪNG Yaókòng[-] Combi Rifle ● Flash Pulse -  
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016071180107046787/E45E91034DB5AED261A3B36D5D10811F2C8EA0E1/,Pending
78fd37,"[FF9000]CHAĪYÌ Yaókòng[-] Flash Pulse
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016071180107044807/DEF8E679E58738786E52E62C9817FD219BBAE711/,Pending
9c7872,"[FF9000]DÀOFĚI[-] MULTI Rifle Hacking Device 
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070989627912592/AB8AE0797A551257E6B58E20A42B0C94C46D3564/,Pending
a35105,[a8badf]Dazer[-] active,"Root/Zapp's YuJing (45d3c5)/[FF9000]DÀOFĚI[-] MULTI Rifle Hacking Device 
-State3",Custom_Model,https://steamusercontent-a.akamaihd.net/ugc/952958633889205487/184DE64B7FE8B28E021347E541F8D05D943737CF/,Pending
c5182d,"[FF9000]DÀOFĚI[-] HMG ● D-Charges 
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654746817779/FC33B0273E865E5E0BDCDF77E068DE9C269ABBF1/,Pending
40812c,"[FF9000]HǍIDÀO[-] MULTI Sniper Rifle - MSV L2 
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070398287440224/90BECFFC7691DC6E35A0E7747A3DB10BEFC131C3/,Pending
7dad65,[FF9000]RUI SHI[-] Spitfire,Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016071180107033024/1B1DCC0240D636DB3D2F3530F230AF977F22E52F/,Pending
9a75f8,"[FF9000]LÙ DUĀN[-] Mk12 ● Heavy Flamethrower ● PARA CC Weapon (-3) -  
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654755256832/00FA80CBFC2B75724776936B593759B379EEEBDE/,Pending
11b507,"[FF9000]PANGGULING FTO[-] Light Shotgun -  Repeater 
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1466436239398439843/597BF75206495308F9D8FC18E1280434340F95E9/,Pending
d04c9c,[FF9000]PANGGULING[-] -  Deactivator ● Repeater ,Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1291920361543562027/F34EA5A402D69892B6EB652AAD3C3FC3890DCD99/,Pending
8875ad,"[FF9000]MECH-ENGINEER[-] Combi Rifle ● D-Charges 
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1178202527389143030/EEED6D2598CCBD9F585D1373A1D010CAB509448D/,Pending
7f2d13,"[FF9000]PANGGULING[-]  -  EVO Hacking Device 
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1291920361543584114/FFAAEE135A7B2822AF8445E9AEE43654E1761273/,Pending
4ec737,"[FF9000]TIGER SOLDIER[-] Spitfire ● Pistol ● CC Weapon -  
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070989628180937/4E675301C78C5589ED842EBA9D8BC84ECBEAC367/,Pending
e73636,[FF9000]PANGGULING[-] -  Deactivator ● Repeater ,Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1466436239398432606/ED43A06B0F92801D906F674D4C7A8A62CF16F81F/,Pending
0de0a8,"[FF9000]GŪIJIĂ[-] MULTI HMG ● Heavy Flamethrower
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070989626222746/A878B39EA2DC3A809695389788F553400D789592/,Pending
b01031,S7,"Root/Zapp's YuJing (45d3c5)/[FF9000]GŪIJIĂ[-] MULTI HMG ● Heavy Flamethrower
-State2",Custom_Model,https://steamusercontent-a.akamaihd.net/ugc/1762566040434513546/34EE1AF3873E76E19912EDE95F2059647D9AB1D9/,Pending
37dd43,"[FF9000]TIGER SOLDIER[-] Combi Rifle ● Light Flamethrower ● Pistol ● CC Weapon - Hacker  Hacking Device 
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1469814027299583529/1093AEA4897A3719E80AF2324BE14B6F87E71F27/,Pending
72aa0e,"[FF9000]GŬILÁNG[-] Combi Rifle ● Flash Pulse ● Shock Mines ● Pistol ● CC Weapon - Forward Observer  
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654747147356/1AA9E54FFE60DEFD8F2ACE748BD9047D8923C33B/,Pending
98da19,"[FF9000]GŬILÁNG[-] Combi Rifle ● Shock Mines ● Pistol ● CC Weapon - Hacker  Hacking Device 
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654747028611/1BFB749A259C45188E4EA3080A01D65CB0BC4F74/,Pending
a35105,[a8badf]Dazer[-] active,"Root/Zapp's YuJing (45d3c5)/[FF9000]GŬILÁNG[-] Combi Rifle ● Shock Mines ● Pistol ● CC Weapon - Hacker  Hacking Device 
-State3",Custom_Model,https://steamusercontent-a.akamaihd.net/ugc/952958633889205487/184DE64B7FE8B28E021347E541F8D05D943737CF/,Pending
026fe5,"[FF9000]XI ZHUANG[-] Combi, LFT (+1B), Flash",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1043093265365103936/0B62541628A6296899FEBEB8C3A042F09C8623AA/,Pending
68c403,[FF9000]MadTrap[-] Xi Zhuang,Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1043093265365206150/ABE0F026155BAEDC87DF91B87343CED6BC002406/,Pending
add618,[FF9000]Boost Radius[-],Root/Zapp's YuJing (45d3c5)/[FF9000]MadTrap[-] Xi Zhuang-State3,Custom_Model,https://steamusercontent-a.akamaihd.net/ugc/952958633889205487/184DE64B7FE8B28E021347E541F8D05D943737CF/,Pending
d8e920,[FF9000]MadTrap[-] Xi Zhuang,Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1043093265365203726/BD9985D7ABE15FE7E3EF63CF734AE826BAE23C83/,Pending
add618,[FF9000]Boost Radius[-],Root/Zapp's YuJing (45d3c5)/[FF9000]MadTrap[-] Xi Zhuang-State3,Custom_Model,https://steamusercontent-a.akamaihd.net/ugc/952958633889205487/184DE64B7FE8B28E021347E541F8D05D943737CF/,Pending
32dbd3,"[FF9000]ZHANSHI[-] Combi Rifle Hacking Device 
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654747555073/F26098C2AFC26E4CA8E3FF7F96AA2CA5A03DAC17/,Pending
a35105,[a8badf]Dazer[-] active,"Root/Zapp's YuJing (45d3c5)/[FF9000]ZHANSHI[-] Combi Rifle Hacking Device 
-State3",Custom_Model,https://steamusercontent-a.akamaihd.net/ugc/952958633889205487/184DE64B7FE8B28E021347E541F8D05D943737CF/,Pending
7c2547,"[FF9000]SHAOLIN[-] Chain Rifle ●Shock CC Weapon -  
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1043093746441038989/05C21E3F8A979145A6A542F72565BF5141A3A8B7/,Pending
3eb55b,"[FF9000]SHAOLIN[-] Chain Rifle ●Shock CC Weapon -  
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1043093746441926151/FFCB6987BA92E8EC4B83E5CEC94D2312038E42DA/,Pending
7e45bd,"[FF9000]SHAOLIN[-] Chain Rifle ●Shock CC Weapon -  
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1043093746441924208/BF0456646D8EFDE7BA499C71AAECB130B140B189/,Pending
72e7e7,"[FF9000]SHAOLIN[-] Chain Rifle ●Shock CC Weapon -  
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1043093746441922215/AB1A19BD838AEE216B7AC33DDE2BB80C2C976B97/,Pending
56a3aa,"[FF9000]LIANG KAI[-] Chain Rifle ● Light Shotgun ● Flash Pulse ● Pistol ● EXP CC Weapon -  
",Root/Zapp's YuJing (45d3c5),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1625192018159292081/2F7113C2A604C2F767A6E986BA4D2C43827168B9/,Pending
78fd37,[FF9000]Chaiyi Yaokong[-] Flashbot,Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016071180107044807/DEF8E679E58738786E52E62C9817FD219BBAE711/,Pending
62525d,[FF9000]Son-Bae Yaokong[-] SML,Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654755169893/8013FC8CB203DC77A41CFE3927D7506AB1706960/,Pending
4ec737,[FF9000]Tiger Soldier[-] Spitfire,Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070989628180937/4E675301C78C5589ED842EBA9D8BC84ECBEAC367/,Pending
9a75f8,[FF9000]Lu Duan[-] Mk12,Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654755256832/00FA80CBFC2B75724776936B593759B379EEEBDE/,Pending
32dbd3,[FF9000]Zhanshi[-] Hacker,Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654747555073/F26098C2AFC26E4CA8E3FF7F96AA2CA5A03DAC17/,Pending
a35105,[a8badf]Dazer[-] active,Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a)/[FF9000]Zhanshi[-] Hacker-State3,Custom_Model,https://steamusercontent-a.akamaihd.net/ugc/952958633889205487/184DE64B7FE8B28E021347E541F8D05D943737CF/,Pending
9c7872,[FF9000]Daofei[-] MULTI Rifle AHD,Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070989627912592/AB8AE0797A551257E6B58E20A42B0C94C46D3564/,Pending
a35105,[a8badf]Dazer[-] active,Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a)/[FF9000]Daofei[-] MULTI Rifle AHD-State3,Custom_Model,https://steamusercontent-a.akamaihd.net/ugc/952958633889205487/184DE64B7FE8B28E021347E541F8D05D943737CF/,Pending
68cea6,"[FF9000]Zhencha[-] BSG, AHD",Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070398285919686/99839BBB7BF6368FD51C3F2DB2FA09523663152A/,Pending
a35105,[a8badf]Dazer[-] active,"Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a)/[FF9000]Zhencha[-] BSG, AHD-State3",Custom_Model,https://steamusercontent-a.akamaihd.net/ugc/952958633889205487/184DE64B7FE8B28E021347E541F8D05D943737CF/,Pending
bcae37,[FF9000]Hac Tao[-] HMG,Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070989627275416/D797B2BF434E9D343160A7B88A9AB7779477422D/,Pending
b4f362,[FF9000]TO Camo S2[-],Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a)/[FF9000]Hac Tao[-] HMG-State2,Custom_Model,https://steamusercontent-a.akamaihd.net/ugc/1762566040434517424/7BD92CCD59122AA034293F6D291C3B4227CF46CC/,Pending
55db04,[FF9000]Zhanshi Yisheng[-] Doctor,Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654746284686/59570E2CD153DEB4679A7D9222732CEABC715EC7/,Pending
5d7ba2,"[FF9000]Zuyong[-] Combi, TA, TinBot",Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070398285701808/8F44D59EFE31A58A6D86508DA1D9A7899E4A5CFA/,Pending
c5182d,[FF9000]Daofei[-] HMG,Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654746817779/FC33B0273E865E5E0BDCDF77E068DE9C269ABBF1/,Pending
98da19,[FF9000]Guilang[-] AHD,Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070654747028611/1BFB749A259C45188E4EA3080A01D65CB0BC4F74/,Pending
a35105,[a8badf]Dazer[-] active,Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a)/[FF9000]Guilang[-] AHD-State3,Custom_Model,https://steamusercontent-a.akamaihd.net/ugc/952958633889205487/184DE64B7FE8B28E021347E541F8D05D943737CF/,Pending
a45649,[FF9000]Weibing Yaokong[-] FO,Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016071180107046787/E45E91034DB5AED261A3B36D5D10811F2C8EA0E1/,Pending
580b07,[FF9000]Zuyong[-] HMG,Root/Zapp's YuJing (45d3c5)/Zapp's YuJing (a9d48a),Custom_Assetbundle,https://steamusercontent-a.akamaihd.net/ugc/1016070276090976514/9366322FE812A199E5AB03553048D1D95D16740E/,Pending
